0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "Far Beyond the Sun"
1, 0, Title_t, "Lead Guitar"
1, 0, Key_signature, 0, "major"
1, 0, Program_c, 0, 30
1, 0, Control_c, 0, 101, 0
1, 0, Control_c, 0, 100, 0
1, 0, Control_c, 0, 6, 6
1, 0, Note_on_c, 0, 53, 89
1, 1600, Note_off_c, 0, 53, 64
1, 1600, Note_on_c, 0, 53, 89
1, 1760, Note_off_c, 0, 53, 64
1, 1760, Note_on_c, 0, 53, 89
1, 1920, Pitch_bend_c, 0, 8192
1, 1920, Note_off_c, 0, 53, 64
1, 1920, Note_on_c, 0, 52, 89
1, 3360, Pitch_bend_c, 0, 8192
1, 3360, Note_off_c, 0, 52, 64
1, 3360, Note_on_c, 0, 55, 89
1, 3520, Note_off_c, 0, 55, 64
1, 3520, Note_on_c, 0, 55, 89
1, 3680, Note_off_c, 0, 55, 64
1, 3680, Note_on_c, 0, 55, 89
1, 3840, Pitch_bend_c, 0, 8192
1, 3840, Note_off_c, 0, 55, 64
1, 3840, Note_on_c, 0, 53, 89
1, 5280, Pitch_bend_c, 0, 8192
1, 5280, Note_off_c, 0, 53, 64
1, 5280, Note_on_c, 0, 56, 89
1, 5440, Note_off_c, 0, 56, 64
1, 5440, Note_on_c, 0, 56, 89
1, 5600, Note_off_c, 0, 56, 64
1, 5600, Note_on_c, 0, 56, 89
1, 5760, Pitch_bend_c, 0, 8192
1, 5760, Note_off_c, 0, 56, 64
1, 5760, Note_on_c, 0, 55, 89
1, 6240, Pitch_bend_c, 0, 8192
1, 6240, Note_off_c, 0, 55, 64
1, 6240, Note_on_c, 0, 58, 89
1, 6400, Note_off_c, 0, 58, 64
1, 6400, Note_on_c, 0, 58, 89
1, 6560, Note_off_c, 0, 58, 64
1, 6560, Note_on_c, 0, 58, 89
1, 6720, Pitch_bend_c, 0, 8192
1, 6720, Note_off_c, 0, 58, 64
1, 6720, Note_on_c, 0, 57, 89
1, 7200, Pitch_bend_c, 0, 8192
1, 7200, Note_off_c, 0, 57, 64
1, 7200, Note_on_c, 0, 57, 89
1, 7360, Note_off_c, 0, 57, 64
